SN	NW	WORD	word_len
93	7	its	3
93	8	characters'	11
93	9	lives	5
93	10	and	3
93	11	conflicted	10
93	12	emotions	8
93	13	that	4
93	14	carries	7
93	15	it	2
93	16	far	3
93	17	above...	8
93	18	what	4
93	19	could	5
93	20	have	4
93	21	been	4
93	22	a	1
93	23	melodramatic,	13
93	24	Lifetime	8
93	25	Channel-style	13
93	26	anthology.	10
94	1	Reeks	5
94	2	of	2
94	3	rot	3
94	4	and	3
94	5	hack	4
94	6	work	4
94	7	from	4
94	8	start	5
94	9	to	2
94	10	finish.	7
95	1	Just	4
95	2	how	3
95	3	these	5
95	4	families	8
95	5	interact	8
95	6	may	3
95	7	surprise	8
95	8	you.	4
96	1	The	3
96	2	Movie	5
96	3	is	2
96	4	what	4
96	5	happens	7
96	6	when	4
96	7	you	3
96	8	blow	4
96	9	up	2
96	10	small	5
96	11	potatoes	8
96	12	to	2
96	13	10	2
96	14	times	5
96	15	their	5
96	16	natural	7
96	17	size,	5
96	18	and	3
96	19	it	2
96	20	ain't	5
96	21	pretty.	7
97	1	Even	4
97	2	a	1
97	3	hardened	8
97	4	voyeur	6
97	5	would	5
97	6	require	7
97	7	the	3
97	8	patience	8
97	9	of	2
97	10	Job	3
97	11	to	2
97	12	get	3
97	13	through	7
97	14	this	4
97	15	interminable,	13
97	16	shapeless	9
97	17	documentary	11
97	18	about	5
97	19	the	3
97	20	swinging	8
97	21	subculture.	11
98	1	Creepy,	7
98	2	authentic	9
98	3	and	3
98	4	dark.	5
99	1	A	1
99	2	lame	4
99	3	romantic	8
99	4	comedy	6
99	5	about	5
99	6	an	2
99	7	unsympathetic	13
99	8	character	9
99	9	and	3
99	10	someone	7
99	11	who	3
99	12	would	5
99	13	not	3
99	14	likely	6
99	15	be	2
99	16	so	2
99	17	stupid	6
99	18	as	2
99	19	to	2
99	20	get	3
99	21	involved	8
99	22	with	4
99	23	her.	4
100	1	Rob	3
100	2	Schneider's	11
100	3	infantile	9
100	4	cross-dressing	14
100	5	routines	8
100	6	fill	4
100	7	The	3
100	8	Hot	3
100	9	Chick,	6
100	10	the	3
100	11	latest	6
100	12	gimmick	7
100	13	from	4
100	14	this	4
100	15	unimaginative	13
100	16	comedian.	9
101	1	The	3
101	2	film	4
101	3	is	2
101	4	a	1
101	5	contrivance,	12
101	6	as	2
101	7	artificial	10
101	8	as	2
101	9	the	3
101	10	video	5
101	11	games	5
101	12	Japanese	8
101	13	teens	5
101	14	play	4
101	15	in	2
101	16	a	1
101	17	nightclub	9
101	18	sequence,	9
101	19	but	3
101	20	it's	4
101	21	an	2
101	22	enjoyable	9
101	23	one.	4
102	1	At	2
102	2	its	3
102	3	worst	5
102	4	the	3
102	5	screenplay	10
102	6	is	2
102	7	callow,	7
102	8	but	3
102	9	at	2
102	10	its	3
102	11	best	4
102	12	it	2
102	13	is	2
102	14	a	1
102	15	young	5
102	16	artist's	8
102	17	thoughtful	10
102	18	consideration	13
102	19	of	2
102	20	fatherhood.	11
103	1	At	2
103	2	78	2
103	3	minutes	7
103	4	it	2
103	5	just	4
103	6	zings	5
103	7	along	5
103	8	with	4
103	9	vibrance	8
103	10	and	3
103	11	warmth.	7
104	1	Only	4
104	2	an	2
104	3	epic	4
104	4	documentary	11
104	5	could	5
104	6	get	3
104	7	it	2
104	8	all	3
104	9	down,	5
104	10	and	3
104	11	Spike	5
104	12	Lee's	5
104	13	Jim	3
104	14	Brown:	6
104	15	All	3
104	16	American	8
104	17	at	2
104	18	long	4
104	19	last	4
104	20	gives	5
104	21	its	3
104	22	subject	7
104	23	a	1
104	24	movie	5
104	25	worthy	6
104	26	of	2
104	27	his	3
104	28	talents.	8
105	1	As	2
105	2	quiet,	6
105	3	patient	7
105	4	and	3
105	5	tenacious	9
105	6	as	2
105	7	Mr.	3
105	8	Lopez	5
105	9	himself,	8
105	10	who	3
105	11	approaches	10
105	12	his	3
105	13	difficult,	10
105	14	endless	7
105	15	work	4
105	16	with	4
105	17	remarkable	10
105	18	serenity	8
105	19	and	3
105	20	discipline.	11
106	1	Instead	7
106	2	of	2
106	3	hiding	6
106	4	Pinocchio	9
106	5	from	4
106	6	critics,	8
106	7	Miramax	7
106	8	should	6
106	9	have	4
106	10	hidden	6
106	11	it	2
106	12	from	4
106	13	everyone.	9
107	1	What	4
107	2	a	1
107	3	great	5
107	4	shame	5
107	5	that	4
107	6	such	4
107	7	a	1
107	8	talented	8
107	9	director	8
107	10	as	2
107	11	Chen	4
107	12	Kaige	5
107	13	has	3
107	14	chosen	6
107	15	to	2
107	16	make	4
107	17	his	3
107	18	English-language	16
107	19	debut	5
107	20	with	4
107	21	a	1
107	22	film	4
107	23	so	2
107	24	poorly	6
107	25	plotted	7
107	26	and	3
107	27	scripted.	9
108	1	Jeffs	5
108	2	has	3
108	3	created	7
108	4	a	1
108	5	breathtakingly	14
108	6	assured	7
108	7	and	3
108	8	stylish	7
108	9	work	4
108	10	of	2
108	11	spare	5
108	12	dialogue	8
108	13	and	3
108	14	acute	5
108	15	expressiveness.	15
109	1	Just	4
109	2	about	5
109	3	the	3
109	4	best	4
109	5	straight-up,	12
109	6	old-school	10
109	7	horror	6
109	8	film	4
109	9	of	2
109	10	the	3
109	11	last	4
109	12	15	2
109	13	years.	6
110	1	Gosling	7
110	2	creates	7
110	3	a	1
110	4	staggeringly	12
110	5	compelling	10
110	6	character,	10
110	7	a	1
110	8	young	5
110	9	man	3
110	10	whose	5
110	11	sharp	5
110	12	intellect	9
110	13	is	2
110	14	at	2
110	15	the	3
110	16	very	4
110	17	root	4
110	18	of	2
110	19	his	3
110	20	contradictory,	14
110	21	self-hating,	12
110	22	self-destructive	16
110	23	ways.	5
111	1	I	1
111	2	thought	7
111	3	the	3
111	4	relationships	13
111	5	were	4
111	6	wonderful,	10
111	7	the	3
111	8	comedy	6
111	9	was	3
111	10	funny,	6
111	11	and	3
111	12	the	3
111	13	love	4
111	14	`real'.	7
112	1	Better	6
112	2	at	2
112	3	putting	7
112	4	you	3
112	5	to	2
112	6	sleep	5
112	7	than	4
112	8	a	1
112	9	sound	5
112	10	machine.	8
113	1	Feels	5
113	2	less	4
113	3	like	4
113	4	a	1
113	5	cousin	6
113	6	to	2
113	7	Blade	5
113	8	Runner	6
113	9	than	4
113	10	like	4
113	11	a	1
113	12	bottom-feeder	13
113	13	sequel	6
113	14	in	2
113	15	the	3
113	16	Escape	6
113	17	From	4
113	18	New	3
113	19	York	4
113	20	series.	7
114	1	Elegantly	9
114	2	produced	8
114	3	and	3
114	4	expressively	12
114	5	performed,	10
114	6	the	3
114	7	six	3
114	8	musical	7
114	9	numbers	7
114	10	crystallize	11
114	11	key	3
114	12	plot	4
114	13	moments	7
114	14	into	4
114	15	minutely	8
114	16	detailed	8
114	17	wonders	7
114	18	of	2
114	19	dreamlike	9
114	20	ecstasy.	8
115	1	Ultimate	8
115	2	X	1
115	3	is	2
115	4	a	1
115	5	ride,	5
115	6	basically	9
115	7	the	3
115	8	kind	4
115	9	of	2
115	10	greatest-hits	13
115	11	reel	4
115	12	that	4
115	13	might	5
115	14	come	4
115	15	with	4
115	16	a	1
115	17	subscription	12
115	18	to	2
115	19	ESPN	4
115	20	the	3
115	21	Magazine.	9
116	1	Celebrated	10
116	2	at	2
116	3	Sundance,	9
116	4	this	4
116	5	slight	6
116	6	comedy	6
116	7	of	2
116	8	manners	7
116	9	has	3
116	10	winning	7
116	11	performances	12
116	12	and	3
116	13	a	1
116	14	glossy,	7
116	15	glib	4
116	16	charm	5
116	17	that's	6
116	18	hard	4
116	19	to	2
116	20	beat.	5
117	1	Apparently,	11
117	2	romantic	8
117	3	comedy	6
117	4	with	4
117	5	a	1
117	6	fresh	5
117	7	point	5
117	8	of	2
117	9	view	4
117	10	just	4
117	11	doesn't	7
117	12	figure	6
117	13	in	2
117	14	the	3
117	15	present	7
117	16	Hollywood	9
117	17	program.	8
118	1	That	4
118	2	Haynes	6
118	3	can	3
118	4	both	4
118	5	maintain	8
118	6	and	3
118	7	dismantle	9
118	8	the	3
118	9	facades	7
118	10	that	4
118	11	his	3
118	12	genre	5
118	13	and	3
118	14	his	3
118	15	character	9
118	16	construct	9
118	17	is	2
118	18	a	1
118	19	wonderous	9
118	20	accomplishment	14
118	21	of	2
118	22	veracity	8
118	23	and	3
118	24	narrative	9
118	25	grace.	6
119	1	Some	4
119	2	elements	8
119	3	of	2
119	4	it	2
119	5	really	6
119	6	blow	4
119	7	the	3
119	8	big	3
119	9	one,	4
119	10	but	3
119	11	other	5
119	12	parts	5
119	13	are	3
119	14	decent.	7
120	1	No	2
120	2	French	6
120	3	people	6
120	4	were	4
120	5	harmed	6
120	6	during	6
120	7	the	3
120	8	making	6
120	9	of	2
120	10	this	4
120	11	movie,	6
120	12	but	3
120	13	they	4
120	14	were	4
120	15	insulted	8
120	16	and	3
120	17	the	3
120	18	audience	8
120	19	was	3
120	20	put	3
120	21	through	7
120	22	torture	7
120	23	for	3
120	24	an	2
120	25	hour	4
120	26	and	3
120	27	a	1
120	28	half.	5
121	1	I	1
121	2	was	3
121	3	feeling	7
121	4	this	4
121	5	movie	5
121	6	until	5
121	7	it	2
121	8	veered	6
121	9	off	3
121	10	too	3
121	11	far	3
121	12	into	4
121	13	the	3
121	14	Exxon	5
121	15	zone,	5
121	16	and	3
121	17	left	4
121	18	me	2
121	19	behind	6
121	20	at	2
121	21	the	3
121	22	station	7
121	23	looking	7
121	24	for	3
121	25	a	1
121	26	return	6
121	27	ticket	6
121	28	to	2
121	29	realism.	8
122	1	The	3
122	2	simplicity	10
122	3	of	2
122	4	The	3
122	5	Way	3
122	6	Home	4
122	7	has	3
122	8	few	3
122	9	equals	6
122	10	this	4
122	11	side	4
122	12	of	2
122	13	Aesop.	6
123	1	Exceptionally	13
123	2	well	4
123	3	acted	5
123	4	by	2
123	5	Diane	5
123	6	Lane	4
123	7	and	3
123	8	Richard	7
123	9	Gere.	5
124	1	Dong	4
124	2	shows	5
124	3	how	3
124	4	intolerance	11
124	5	has	3
124	6	the	3
124	7	power	5
124	8	to	2
124	9	deform	6
124	10	families,	9
124	11	then	4
124	12	tear	4
124	13	them	4
124	14	apart.	6
125	1	A	1
125	2	stupid,	7
125	3	derivative	10
125	4	horror	6
125	5	film	4
125	6	that	4
125	7	substitutes	11
125	8	extreme	7
125	9	gore	4
125	10	for	3
125	11	suspense.	9
126	1	It's	4
126	2	a	1
126	3	great	5
126	4	American	8
126	5	adventure	9
126	6	and	3
126	7	a	1
126	8	wonderful	9
126	9	film	4
126	10	to	2
126	11	bring	5
126	12	to	2
126	13	IMAX.	5
127	1	It's	4
127	2	51	2
127	3	times	5
127	4	better	6
127	5	than	4
127	6	this.	5
128	1	It's	4
128	2	like	4
128	3	an	2
128	4	old	3
128	5	Warner	6
128	6	Bros.	5
128	7	costumer	8
128	8	jived	5
128	9	with	4
128	10	sex	3
128	11	--	2
128	12	this	4
128	13	could	5
128	14	be	2
128	15	the	3
128	16	movie	5
128	17	Errol	5
128	18	Flynn	5
128	19	always	6
128	20	wanted	6
128	21	to	2
128	22	make,	5
128	23	though	6
128	24	Bette	5
128	25	Davis,	6
128	26	cast	4
128	27	as	2
128	28	Joan,	5
128	29	would	5
128	30	have	4
128	31	killed	6
128	32	him.	4
129	1	A	1
129	2	miraculous	10
129	3	movie,	6
129	4	I'm	3
129	5	Going	5
129	6	Home	4
129	7	is	2
129	8	so	2
129	9	slight,	7
129	10	yet	3
129	11	overflows	9
129	12	with	4
129	13	wisdom	6
129	14	and	3
129	15	emotion.	8
130	1	A	1
130	2	fiercely	8
130	3	clever	6
130	4	and	3
130	5	subtle	6
130	6	film,	5
130	7	capturing	9
130	8	the	3
130	9	precarious	10
130	10	balance	7
130	11	between	7
130	12	the	3
130	13	extravagant	11
130	14	confidence	10
130	15	of	2
130	16	the	3
130	17	exiled	6
130	18	aristocracy	11
130	19	and	3
130	20	the	3
130	21	cruel	5
130	22	earnestness	11
130	23	of	2
130	24	the	3
130	25	victorious	10
130	26	revolutionaries.	16
131	1	It's	4
131	2	as	2
131	3	if	2
131	4	you're	6
131	5	watching	8
131	6	a	1
131	7	movie	5
131	8	that	4
131	9	was	3
131	10	made	4
131	11	in	2
131	12	1978	4
131	13	but	3
131	14	not	3
131	15	released	8
131	16	then	4
131	17	because	7
131	18	it	2
131	19	was	3
131	20	so	2
131	21	weak,	5
131	22	and	3
131	23	it	2
131	24	has	3
131	25	been	4
131	26	unearthed	9
131	27	and	3
131	28	released	8
131	29	now,	4
131	30	when	4
131	31	it	2
131	32	has	3
131	33	become	6
131	34	even	4
131	35	weaker.	7
132	1	Anemic	6
132	2	chronicle	9
132	3	of	2
132	4	money	5
132	5	grubbing	8
132	6	New	3
132	7	Yorkers	7
132	8	and	3
132	9	their	5
132	10	serial	6
132	11	loveless	8
132	12	hook	4
132	13	ups.	4
133	1	Thanks	6
133	2	to	2
133	3	a	1
133	4	small	5
133	5	star	4
133	6	with	4
133	7	big	3
133	8	heart,	6
133	9	this	4
133	10	family	6
133	11	film	4
133	12	sequel	6
133	13	is	2
133	14	plenty	6
133	15	of	2
133	16	fun	3
133	17	for	3
133	18	all.	4
134	1	And	3
134	2	I've	4
134	3	decided	7
134	4	to	2
134	5	leave	5
134	6	a	1
134	7	light	5
134	8	on	2
134	9	every	5
134	10	night	5
134	11	from	4
134	12	now	3
134	13	on.	3
135	1	Festers	7
135	2	in	2
135	3	just	4
135	4	such	4
135	5	a	1
135	6	dungpile	8
135	7	that	4
135	8	you'd	5
135	9	swear	5
135	10	you	3
135	11	were	4
135	12	watching	8
135	13	monkeys	7
135	14	flinging	8
135	15	their	5
135	16	feces	5
135	17	at	2
135	18	you.	4
136	1	under-rehearsed	15
136	2	and	3
136	3	lifeless	8
137	1	Exactly	7
137	2	what	4
137	3	you'd	5
137	4	expect	6
137	5	from	4
137	6	a	1
137	7	guy	3
137	8	named	5
137	9	Kaos.	5
138	1	If	2
138	2	legendary	9
138	3	shlockmeister	13
138	4	Ed	2
138	5	Wood	4
138	6	had	3
138	7	ever	4
138	8	made	4
138	9	a	1
138	10	movie	5
138	11	about	5
138	12	a	1
138	13	vampire,	8
138	14	it	2
138	15	probably	8
138	16	would	5
138	17	look	4
138	18	a	1
138	19	lot	3
138	20	like	4
138	21	this	4
138	22	alarming	8
138	23	production,	11
138	24	adapted	7
138	25	from	4
138	26	Anne	4
138	27	Rice's	6
138	28	novel	5
138	29	The	3
138	30	Vampire	7
138	31	Chronicles.	11
139	1	For	3
139	2	those	5
139	3	for	3
139	4	whom	4
139	5	the	3
139	6	name	4
139	7	Woody	5
139	8	Allen	5
139	9	was	3
139	10	once	4
139	11	a	1
139	12	guarantee	9
139	13	of	2
139	14	something	9
139	15	fresh,	6
139	16	sometimes	9
139	17	funny,	6
139	18	and	3
139	19	usually	7
139	20	genuinely	9
139	21	worthwhile,	11
139	22	Hollywood	9
139	23	Ending	6
139	24	is	2
139	25	a	1
139	26	depressing	10
139	27	experience.	11
140	1	Bella	5
140	2	is	2
140	3	the	3
140	4	picture	7
140	5	of	2
140	6	health	6
140	7	with	4
140	8	boundless	9
140	9	energy	6
140	10	until	5
140	11	a	1
140	12	few	3
140	13	days	4
140	14	before	6
140	15	she	3
140	16	dies.	5
141	1	The	3
141	2	fun	3
141	3	of	2
141	4	the	3
141	5	movie	5
141	6	is	2
141	7	the	3
141	8	chance	6
141	9	it	2
141	10	affords	7
141	11	to	2
141	12	watch	5
141	13	Jackson,	8
141	14	who	3
141	15	also	4
141	16	served	6
141	17	as	2
141	18	executive	9
141	19	producer,	9
141	20	take	4
141	21	his	3
141	22	smooth,	7
141	23	shrewd,	7
141	24	powerful	8
141	25	act	3
141	26	abroad.	7
142	1	What	4
142	2	should	6
142	3	have	4
142	4	been	4
142	5	a	1
142	6	cutting	7
142	7	Hollywood	9
142	8	satire	6
142	9	is	2
142	10	instead	7
142	11	about	5
142	12	as	2
142	13	fresh	5
142	14	as	2
142	15	last	4
142	16	week's	6
142	17	issue	5
142	18	of	2
142	19	Variety.	8
143	1	Cox	3
143	2	offers	6
143	3	plenty	6
143	4	of	2
143	5	glimpses	8
143	6	at	2
143	7	existing	8
143	8	photos,	7
143	9	but	3
143	10	there	5
143	11	are	3
143	12	no	2
143	13	movies	6
143	14	of	2
143	15	Nijinsky,	9
143	16	so	2
143	17	instead	7
143	18	the	3
143	19	director	8
143	20	treats	6
143	21	us	2
143	22	to	2
143	23	an	2
143	24	aimless	7
143	25	hodgepodge.	11
144	1	Aaliyah	7
144	2	rarely	6
144	3	dampens	7
144	4	her	3
144	5	diva	4
144	6	persona	7
144	7	enough	6
144	8	to	2
144	9	spark	5
144	10	genuine	7
144	11	chemistry	9
144	12	with	4
144	13	Townsend.	9
145	1	Mr.	3
145	2	Soderbergh's	12
145	3	direction	9
145	4	and	3
145	5	visual	6
145	6	style	5
145	7	struck	6
145	8	me	2
145	9	as	2
145	10	unusually	9
145	11	and	3
145	12	unimpressively	14
145	13	fussy	5
145	14	and	3
145	15	pretentious.	12
146	1	Mazel	5
146	2	tov	3
146	3	to	2
146	4	a	1
146	5	film	4
146	6	about	5
146	7	a	1
146	8	family's	8
146	9	joyous	6
146	10	life	4
146	11	acting	6
146	12	on	2
146	13	the	3
146	14	Yiddish	7
146	15	stage.	6
147	1	...	3
147	2	would	5
147	3	be	2
147	4	a	1
147	5	total	5
147	6	loss	4
147	7	if	2
147	8	not	3
147	9	for	3
147	10	two	3
147	11	supporting	10
147	12	performances	12
147	13	taking	6
147	14	place	5
147	15	at	2
147	16	the	3
147	17	movie's	7
147	18	edges.	6
148	1	An	2
148	2	inspiring	9
148	3	and	3
148	4	heart-affecting	15
148	5	film	4
148	6	about	5
148	7	the	3
148	8	desperate	9
148	9	attempts	8
148	10	of	2
148	11	Vietnamese	10
148	12	refugees	8
148	13	living	6
148	14	in	2
148	15	U.S.	4
148	16	relocation	10
148	17	camps	5
148	18	to	2
148	19	keep	4
148	20	their	5
148	21	hopes	5
148	22	alive	5
148	23	in	2
148	24	1975.	5
149	1	Loud,	5
149	2	chaotic	7
149	3	and	3
149	4	largely	7
149	5	unfunny.	8
150	1	The	3
150	2	immersive	9
150	3	powers	6
150	4	of	2
150	5	the	3
150	6	giant	5
150	7	screen	6
150	8	and	3
150	9	its	3
150	10	hyper-realistic	15
150	11	images	6
150	12	are	3
150	13	put	3
150	14	to	2
150	15	perfect	7
150	16	use	3
150	17	in	2
150	18	the	3
150	19	breathtakingly	14
150	20	beautiful	9
150	21	outer-space	11
150	22	documentary	11
150	23	Space	5
150	24	Station	7
150	25	3D.	3
151	1	It's	4
151	2	everything	10
151	3	you	3
151	4	don't	5
151	5	go	2
151	6	to	2
151	7	the	3
151	8	movies	6
151	9	for.	4
152	1	Harris	6
152	2	is	2
152	3	supposed	8
152	4	to	2
152	5	be	2
152	6	the	3
152	7	star	4
152	8	of	2
152	9	the	3
152	10	story,	6
152	11	but	3
152	12	comes	5
152	13	across	6
152	14	as	2
152	15	pretty	6
152	16	dull	4
152	17	and	3
152	18	wooden.	7
153	1	Allen's	7
153	2	funniest	8
153	3	and	3
153	4	most	4
153	5	likeable	8
153	6	movie	5
153	7	in	2
153	8	years.	6
154	1	For	3
154	2	those	5
154	3	who	3
154	4	pride	5
154	5	themselves	10
154	6	on	2
154	7	sophisticated,	14
154	8	discerning	10
154	9	taste,	6
154	10	this	4
154	11	might	5
154	12	not	3
154	13	seem	4
154	14	like	4
154	15	the	3
154	16	proper	6
154	17	cup	3
154	18	of	2
154	19	tea,	4
154	20	however	7
154	21	it	2
154	22	is	2
154	23	almost	6
154	24	guaranteed	10
154	25	that	4
154	26	even	4
154	27	the	3
154	28	stuffiest	9
154	29	cinema	6
154	30	goers	5
154	31	will	4
154	32	laugh	5
154	33	their	5
154	34	1***	4
154	35	off	3
154	36	for	3
154	37	an	2
154	38	hour-and-a-half.	16
155	1	There	5
155	2	is	2
155	3	a	1
155	4	refreshing	10
155	5	absence	7
155	6	of	2
155	7	cynicism	8
155	8	in	2
155	9	Stuart	6
155	10	Little	6
155	11	2	1
155	12	--	2
155	13	quite	5
155	14	a	1
155	15	rarity,	7
155	16	even	4
155	17	in	2
155	18	the	3
155	19	family	6
155	20	film	4
155	21	market.	7
156	1	There	5
156	2	are	3
156	3	plot	4
156	4	holes	5
156	5	big	3
156	6	enough	6
156	7	for	3
156	8	Shamu	5
156	9	the	3
156	10	killer	6
156	11	whale	5
156	12	to	2
156	13	swim	4
156	14	through.	8
157	1	...	3
157	2	always	6
157	3	remains	7
157	4	movingly	8
157	5	genuine.	8
158	1	Stitch	6
158	2	is	2
158	3	a	1
158	4	bad	3
158	5	mannered,	9
158	6	ugly	4
158	7	and	3
158	8	destructive	11
158	9	little	6
158	10	****.	5
159	1	The	3
159	2	cast	4
159	3	is	2
159	4	top-notch	9
159	5	and	3
159	6	I	1
159	7	predict	7
159	8	there	5
159	9	will	4
159	10	be	2
159	11	plenty	6
159	12	of	2
159	13	female	6
159	14	audience	8
159	15	members	7
159	16	drooling	8
159	17	over	4
159	18	Michael	7
159	19	Idemoto	7
159	20	as	2
159	21	Michael.	8
160	1	Kirshner	8
160	2	and	3
160	3	Monroe	6
160	4	seem	4
160	5	to	2
160	6	be	2
160	7	in	2
160	8	a	1
160	9	contest	7
160	10	to	2
160	11	see	3
160	12	who	3
160	13	can	3
160	14	out-bad-act	11
160	15	the	3
160	16	other.	6
161	1	This	4
161	2	is	2
161	3	one	3
161	4	of	2
161	5	those	5
161	6	war	3
161	7	movies	6
161	8	that	4
161	9	focuses	7
161	10	on	2
161	11	human	5
161	12	interaction	11
161	13	rather	6
161	14	than	4
161	15	battle	6
161	16	and	3
161	17	action	6
161	18	sequences...	12
161	19	and	3
161	20	it's	4
161	21	all	3
161	22	the	3
161	23	stronger	8
161	24	because	7
161	25	of	2
161	26	it.	3
162	1	Like	4
162	2	life	4
162	3	on	2
162	4	the	3
162	5	island,	7
162	6	the	3
162	7	movie	5
162	8	grows	5
162	9	boring	6
162	10	despite	7
162	11	the	3
162	12	scenery.	8
163	1	It's	4
163	2	anchored	8
163	3	by	2
163	4	splendid	8
163	5	performances	12
163	6	from	4
163	7	an	2
163	8	honored	7
163	9	screen	6
163	10	veteran	7
163	11	and	3
163	12	a	1
163	13	sparkling	9
163	14	newcomer	8
163	15	who	3
163	16	instantly	9
163	17	transform	9
163	18	themselves	10
163	19	into	4
163	20	a	1
163	21	believable	10
163	22	mother/daughter	15
163	23	pair.	5
164	1	An	2
164	2	atonal	6
164	3	estrogen	8
164	4	opera	5
164	5	that	4
164	6	demonizes	9
164	7	feminism	8
164	8	while	5
164	9	gifting	7
164	10	the	3
164	11	most	4
164	12	sympathetic	11
164	13	male	4
164	14	of	2
164	15	the	3
164	16	piece	5
164	17	with	4
164	18	a	1
164	19	nice	4
164	20	vomit	5
164	21	bath	4
164	22	at	2
164	23	his	3
164	24	wedding.	8
165	1	Even	4
165	2	by	2
165	3	the	3
165	4	intentionally	13
165	5	low	3
165	6	standards	9
165	7	of	2
165	8	frat-boy	8
165	9	humor,	6
165	10	Sorority	8
165	11	Boys	4
165	12	is	2
165	13	a	1
165	14	bowser.	7
166	1	Director	8
166	2	of	2
166	3	photography	11
166	4	Benoit	6
166	5	Delhomme	8
166	6	shot	4
166	7	the	3
166	8	movie	5
166	9	in	2
166	10	delicious	9
166	11	colors,	7
166	12	and	3
166	13	the	3
166	14	costumes	8
166	15	and	3
166	16	sets	4
166	17	are	3
166	18	grand.	6
167	1	The	3
167	2	only	4
167	3	entertainment	13
167	4	you'll	6
167	5	derive	6
167	6	from	4
167	7	this	4
167	8	choppy	6
167	9	and	3
167	10	sloppy	6
167	11	affair	6
167	12	will	4
167	13	be	2
167	14	from	4
167	15	unintentional	13
167	16	giggles	7
167	17	--	2
167	18	several	7
167	19	of	2
167	20	them.	5
168	1	The	3
168	2	film	4
168	3	serves	6
168	4	as	2
168	5	a	1
168	6	valuable	8
168	7	time	4
168	8	capsule	7
168	9	to	2
168	10	remind	6
168	11	us	2
168	12	of	2
168	13	the	3
168	14	devastating	11
168	15	horror	6
168	16	suffered	8
168	17	by	2
168	18	an	2
168	19	entire	6
168	20	people.	7
169	1	A	1
169	2	bittersweet	11
169	3	contemporary	12
169	4	comedy	6
169	5	about	5
169	6	benevolent	10
169	7	deception,	10
169	8	which,	6
169	9	while	5
169	10	it	2
169	11	may	3
169	12	not	3
169	13	rival	5
169	14	the	3
169	15	filmmaker's	11
169	16	period	6
169	17	pieces,	7
169	18	is	2
169	19	still	5
169	20	very	4
169	21	much	4
169	22	worth	5
169	23	seeing.	7
170	1	Attal	5
170	2	pushes	6
170	3	too	3
170	4	hard	4
170	5	to	2
170	6	make	4
170	7	this	4
170	8	a	1
170	9	comedy	6
170	10	or	2
170	11	serious	7
170	12	drama.	6
171	1	Isabelle	8
171	2	Huppert	7
171	3	excels	6
171	4	as	2
171	5	the	3
171	6	enigmatic	9
171	7	Mika	4
171	8	and	3
171	9	Anna	4
171	10	Mouglalis	9
171	11	is	2
171	12	a	1
171	13	stunning	8
171	14	new	3
171	15	young	5
171	16	talent	6
171	17	in	2
171	18	one	3
171	19	of	2
171	20	Chabrol's	9
171	21	most	4
171	22	intense	7
171	23	psychological	13
171	24	mysteries.	10
172	1	A	1
172	2	small	5
172	3	movie	5
172	4	with	4
172	5	a	1
172	6	big	3
172	7	impact.	7
173	1	This	4
173	2	bold	4
173	3	and	3
173	4	lyrical	7
173	5	first	5
173	6	feature	7
173	7	from	4
173	8	Raja	4
173	9	Amari	5
173	10	expands	7
173	11	the	3
173	12	pat	3
173	13	notion	6
173	14	that	4
173	15	middle-aged	11
173	16	women	5
173	17	just	4
173	18	wanna	5
173	19	have	4
173	20	fun	3
173	21	into	4
173	22	a	1
173	23	rousing	7
173	24	treatise	8
173	25	of	2
173	26	sensual	7
173	27	empowerment.	12
174	1	Photographed	12
174	2	with	4
174	3	melancholy	10
174	4	richness	8
174	5	and	3
174	6	eloquently	10
174	7	performed	9
174	8	yet	3
174	9	also	4
174	10	decidedly	9
174	11	uncinematic.	12
175	1	Hey	3
175	2	Arnold!	7
175	3	is	2
175	4	now	3
175	5	stretched	9
175	6	to	2
175	7	barely	6
175	8	feature	7
175	9	length,	7
175	10	with	4
175	11	a	1
175	12	little	6
175	13	more	4
175	14	attention	9
175	15	paid	4
175	16	to	2
175	17	the	3
175	18	animation.	10
176	1	After	5
176	2	that,	5
176	3	it	2
176	4	just	4
176	5	gets	4
176	6	stupid	6
176	7	and	3
176	8	maudlin.	8
177	1	The	3
177	2	stunning,	9
177	3	dreamlike	9
177	4	visuals	7
177	5	will	4
177	6	impress	7
177	7	even	4
177	8	those	5
177	9	viewers	7
177	10	who	3
177	11	have	4
177	12	little	6
177	13	patience	8
177	14	for	3
177	15	Euro-film	9
177	16	pretension.	11
178	1	Plods	5
178	2	along,	6
178	3	minus	5
178	4	the	3
178	5	twisted	7
178	6	humor	5
178	7	and	3
178	8	eye-popping	11
178	9	visuals	7
178	10	that	4
178	11	have	4
178	12	made	4
178	13	Miike...	8
178	14	a	1
178	15	cult	4
178	16	hero.	5
179	1	Impresses	9
179	2	as	2
179	3	a	1
179	4	skillfully	10
179	5	assembled,	10
179	6	highly	6
179	7	polished	8
179	8	and	3
179	9	professional	12
179	10	adaptation...	13
179	11	just	4
179	12	about	5
179	13	as	2
179	14	chilling	8
179	15	and	3
179	16	unsettling	10
179	17	as	2
179	18	`Manhunter'	11
179	19	was.	4
180	1	For	3
180	2	the	3
180	3	most	4
180	4	part,	5
180	5	it's	4
180	6	a	1
180	7	work	4
180	8	of	2
180	9	incendiary	10
180	10	genius,	7
180	11	steering	8
180	12	clear	5
180	13	of	2
